16,46,16,50,16,50,16,50,16,50,16,50
17,45,17,50,17,50,17,50,17,50,17,49
18,53,18,50,18,50,18,50,18,50,18,50
19,57,19,55,19,50,19,50,19,57,19,50
20,50,20,50,20,46,20,50,20,50,20,48
21,50,21,50,21,50,21,50,21,50,21,47
22,50,22,50,22,50,22,50,22,50,22,45
23,45,23,51,23,50,23,50,23,52,23,50
24,50,24,50,24,50,24,50,24,50,24,50
25,50,25,50,25,52,25,50,25,50,25,51
26,50,26,50,26,50,26,50,26,50,26,50
27,50,27,50,27,50,27,50,27,51,27,50
28,50,28,50,28,50,28,50,28,50,28,50
29,50,29,50,29,50,29,50,29,50,29,50
30,50,30,50,30,50,30,50,30,50,30,50
1,0,1,0,1,0,1,0,1,0,1,0
2,89,2,65,2,86,2,87,2,89,2,74
3,76,3,55,3,77,3,74,3,61,3,68
4,50,4,50,4,50,4,50,4,50,4,50
5,46,5,50,5,50,5,57,5,50,5,53
6,47,6,48,6,57,6,50,6,50,6,49
7,50,7,47,7,50,7,46,7,50,7,50
8,50,8,45,8,50,8,50,8,54,8,50
9,45,9,45,9,50,9,50,9,50,9,50
10,50,10,50,10,50,10,50,10,50,10,55
11,50,11,50,11,50,11,50,11,50,11,46
12,50,12,50,12,50,12,47,12,46,12,50
13,50,13,50,13,53,13,50,13,45,13,50
14,45,14,50,14,50,14,50,14,46,14,50
15,50,15,50,15,50,15,50,15,50,15,57
16,50,16,50,16,50,16,50,16,50,16,47
17,50,17,50,17,50,17,50,17,50,17,50
18,50,18,50,18,50,18,58,18,50,18,50
19,50,19,50,19,50,19,50,19,50,19,50
20,53,20,50,20,50,20,50,20,50,20,50
21,50,21,52,21,50,21,50,21,50,21,50
22,50,22,50,22,50,22,50,22,50,22,50
23,50,23,50,23,50,23,50,23,50,23,50
24,50,24,50,24,50,24,50,24,50,24,50
25,50,25,50,25,50,25,50,25,50,25,50
26,50,26,50,26,50,26,50,26,50,26,50
27,50,27,50,27,49,27,50,27,50,27,50
28,57,28,50,28,50,28,50,28,50,28,50
29,50,29,50,29,50,29,50,29,50,29,50
30,50,30,50,30,50,30,50,30,50,30,50
1,0,1,0,1,0,1,0,1,0,1,0
2,89,2,71,2,89,2,79,2,90,2,81
3,61,3,59,3,80,3,71,3,51,3,53
4,50,4,50,4,50,4,50,4,50,4,50
5,54,5,50,5,50,5,50,5,50,5,50
6,52,6,46,6,57,6,50,6,50,6,50
7,50,7,57,7,50,7,50,7,50,7,56
8,50,8,47,8,50,8,54,8,57,8,50
9,50,9,50,9,50,9,50,9,57,9,50
10,50,10,50,10,50,10,50,10,46,10,50
11,50,11,50,11,51,11,50,11,45,11,47
12,50,12,50,12,48,12,50,12,57,12,50
13,50,13,50,13,53,13,50,13,56,13,50
14,50,14,48,14,58,14,49,14,45,14,50
15,50,15,50,15,46,15,50,15,47,15,50
16,50,16,50,16,45,16,50,16,50,16,50
17,50,17,50,17,58,17,50,17,50,17,50
18,50,18,50,18,57,18,50,18,50,18,45
19,50,19,50,19,55,19,49,19,50,19,50
20,50,20,50,20,46,20,49,20,50,20,50
21,50,21,50,21,47,21,58,21,50,21,50
22,50,22,50,22,50,22,57,22,50,22,50
23,50,23,50,23,50,23,45,23,50,23,50
24,50,24,50,24,50,24,50,24,57,24,50
25,50,25,50,25,50,25,50,25,50,25,50
26,50,26,50,26,50,26,50,26,50,26,50
27,50,27,50,27,50,27,50,27,50,27,50
28,48,28,50,28,50,28,50,28,50,28,50
29,50,29,50,29,50,29,50,29,50,29,45
30,46,30,58,30,50,30,50,30,50,30,50
1,0,1,0,1,0,1,0,1,0,1,0
2,89,2,90,2,80,2,79,2,86,2,70
3,52,3,90,3,70,3,51,3,53,3,51
4,50,4,50,4,50,4,50,4,50,4,50
5,50,5,50,5,52,5,50,5,50,5,50
6,53,6,50,6,53,6,50,6,50,6,50
7,53,7,50,7,58,7,50,7,57,7,50
8,46,8,50,8,50,8,52,8,50,8,50
9,46,9,50,9,50,9,57,9,50,9,51
10,45,10,50,10,50,10,46,10,50,10,52
11,50,11,51,11,50,11,45,11,50,11,53
12,50,12,51,12,50,12,45,12,50,12,54
13,50,13,48,13,50,13,57,13,50,13,58
14,50,14,46,14,50,14,58,14,50,14,45
15,50,15,45,15,50,15,45,15,50,15,45
16,50,16,57,16,50,16,45,16,50,16,50
17,50,17,58,17,50,17,46,17,50,17,50
18,50,18,50,18,50,18,57,18,50,18,50
19,50,19,50,19,50,19,50,19,50,19,50
20,57,20,50,20,50,20,50,20,46,20,50
21,56,21,50,21,50,21,50,21,58,21,50
22,50,22,50,22,50,22,50,22,45,22,50
23,50,23,50,23,50,23,50,23,56,23,50
24,50,24,46,24,50,24,50,24,45,24,50
25,50,25,50,25,50,25,50,25,48,25,50
26,50,26,50,26,50,26,50,26,50,26,50
27,50,27,50,27,50,27,50,27,50,27,50
28,50,28,50,28,50,28,50,28,50,28,50
29,50,29,50,29,50,29,50,29,50,29,50
30,50,30,50,30,45,30,50,30,50,30,50
1,0,1,0,1,0,1,0,1,0,1,0
2,70,2,90,2,80,2,70,2,60,2,90
3,60,3,60,3,51,3,52,3,51,3,89
4,50,4,50,4,50,4,50,4,50,4,50
5,50,5,53,5,50,5,50,5,50,5,57
6,50,6,50,6,50,6,57,6,50,6,46
7,50,7,50,7,50,7,57,7,50,7,58
8,58,8,50,8,50,8,50,8,57,8,50
9,50,9,50,9,51,9,50,9,52,9,50
10,50,10,50,10,58,10,50,10,46,10,50
11,50,11,50,11,51,11,50,11,46,11,50
12,50,12,50,12,45,12,50,12,52,12,50
13,50,13,50,13,4,13,50,13,52,13,50
14,57,14,50,14,48,14,50,14,50,14,50
15,50,15,58,15,49,15,50,15,50,15,46
16,50,16,45,16,52,16,50,16,50,16,45
17,50,17,48,17,50,17,46,17,50,17,57
18,50,18,57,18,50,18,58,18,50,18,55
19,50,19,46,19,50,19,48,19,50,19,45
20,50,20,50,20,50,20,45,20,50,20,49
21,50,21,50,21,50,21,58,21,50,21,50
22,50,22,50,22,50,22,46,22,50,22,50
23,50,23,50,23,50,23,57,23,50,23,50
24,50,24,50,24,50,24,46,24,50,24,50
25,50,25,50,25,50,25,49,25,50,25,50
26,50,26,50,26,50,26,50,26,50,26,50
27,50,27,50,27,50,27,50,27,50,27,50
28,50,28,50,28,50,28,50,28,50,28,50
29,45,29,50,29,50,29,50,29,50,29,50
30,50,30,52,30,50,30,50,30,50,30,50
1,0,1,0,1,0,1,0,1,0,1,0
2,89,2,78,2,70,2,77,2,67,2,77
3,75,3,66,3,51,3,57,3,53,3,57
4,50,4,50,4,50,4,50,4,50,4,50
5,57,5,50,5,50,5,50,5,50,5,50
6,52,6,50,6,50,6,50,6,50,6,50
7,46,7,50,7,50,7,50,7,53,7,50
8,47,8,50,8,50,8,50,8,55,8,50
9,52,9,50,9,50,9,50,9,45,9,50
10,55,10,50,10,50,10,50,10,46,10,50
11,58,11,50,11,57,11,50,11,45,11,50
12,55,12,50,12,55,12,50,12,50,12,50
13,58,13,50,13,48,13,50,13,50,13,53
14,50,14,50,14,50,14,50,14,50,14,52
15,50,15,58,15,50,15,55,15,50,15,50
16,50,16,45,16,50,16,46,16,50,16,50
17,50,17,46,17,50,17,58,17,50,17,50
18,50,18,57,18,50,18,58,18,50,18,50
19,50,19,55,19,50,19,45,19,50,19,50
20,50,20,56,20,50,20,46,20,50,20,50
21,50,21,51,21,50,21,50,21,50,21,50
22,50,22,52,22,50,22,50,22,50,22,45
23,50,23,50,23,50,23,50,23,50,23,50
24,50,24,50,24,45,24,50,24,50,24,50
25,50,25,50,25,50,25,50,25,50,25,50
26,50,26,50,26,50,26,50,26,50,26,50
27,50,27,50,27,50,27,50,27,50,27,50
28,45,28,50,28,50,28,50,28,50,28,50
29,50,29,50,29,50,29,50,29,50,29,50
30,50,30,50,30,50,30,50,30,50,30,50
1,0,1,0,1,0,1,0,1,0,1,0
2,60,2,72,2,82,2,71,2,89,2,77
3,52,3,51,3,71,3,62,3,70,3,60
4,50,4,50,4,50,4,50,4,50,4,50
5,57,5,50,5,55,5,50,5,55,5,50
6,50,6,50,6,50,6,50,6,50,6,50
7,50,7,55,7,50,7,55,7,50,7,45
8,50,8,56,8,50,8,46,8,50,8,45
9,50,9,57,9,50,9,48,9,50,9,57
10,50,10,55,10,50,10,46,10,50,10,56
11,50,11,46,11,50,11,55,11,50,11,55
12,50,12,45,12,50,12,58,12,50,12,52
13,50,13,50,13,50,13,45,13,50,13,53
14,50,14,50,14,50,14,50,14,50,14,50
15,50,15,50,15,50,15,50,15,50,15,50
16,55,16,50,16,45,16,50,16,50,16,50
17,50,17,50,17,50,17,50,17,50,17,50
18,50,18,50,18,50,18,50,18,50,18,50
19,50,19,50,19,50,19,50,19,46,19,50
20,50,20,50,20,45,20,50,20,50,20,50
21,50,21,50,21,50,21,50,21,50,21,50
22,50,22,50,22,50,22,50,22,57,22,50
23,50,23,50,23,50,23,50,23,55,23,50
24,50,24,50,24,50,24,50,24,46,24,46
25,50,25,50,25,50,25,50,25,50,25,50
26,50,26,50,26,50,26,46,26,50,26,50
27,50,27,50,27,50,27,50,27,50,27,50
28,50,28,45,28,50,28,50,28,50,28,50
29,50,29,50,29,50,29,50,29,50,29,50
30,46,30,50,30,50,30,50,30,50,30,50
1,0,1,0,1,0,1,0,1,0,1,0
2,90,2,90,2,85,2,90,2,90,2,90
3,80,3,70,3,79,3,80,3,79,3,82
4,50,4,50,4,50,4,50,4,50,4,50
5,50,5,50,5,50,5,50,5,50,5,51
6,50,6,50,6,50,6,60,6,50,6,52
7,60,7,50,7,50,7,42,7,50,7,60
8,50,8,51,8,50,8,60,8,50,8,50
9,50,9,52,9,50,9,42,9,51,9,50
10,50,10,53,10,50,10,52,10,52,10,50
11,50,11,54,11,50,11,54,11,60,11,50
12,50,12,55,12,50,12,60,12,53,12,50
13,50,13,60,13,50,13,50,13,42,13,50
14,60,14,50,14,51,14,50,14,43,14,50
15,50,15,50,15,52,15,50,15,44,15,50
16,50,16,50,16,53,16,50,16,51,16,50
17,50,17,50,17,60,17,50,17,60,17,50
18,50,18,50,18,58,18,50,18,42,18,50
19,50,19,50,19,60,19,50,19,43,19,50
20,50,20,50,20,42,20,50,20,51,20,50
21,50,21,42,21,43,21,50,21,60,21,50
22,50,22,50,22,45,22,50,22,50,22,50
23,50,23,50,23,51,23,50,23,50,23,50
24,50,24,50,24,52,24,50,24,50,24,50
25,50,25,50,25,50,25,50,25,50,25,50
26,50,26,50,26,50,26,51,26,50,26,42
27,50,27,50,27,50,27,50,27,50,27,50
28,50,28,50,28,50,28,50,28,50,28,50
29,50,29,50,29,50,29,50,29,50,29,50
30,60,30,50,30,50,30,50,30,50,30,50
1,0,1,0,1,0,1,0,1,0,1,0
2,70,2,90,2,90,2,79,2,90,2,80
3,60,3,75,3,70,3,70,3,88,3,77
4,50,4,50,4,50,4,50,4,50,4,50
5,50,5,50,5,50,5,52,5,50,5,50
6,50,6,51,6,50,6,42,6,50,6,50
7,50,7,52,7,50,7,53,7,50,7,60
8,50,8,50,8,50,8,50,8,42,8,50
9,42,9,50,9,50,9,50,9,52,9,42
10,43,10,50,10,51,10,50,10,50,10,45
11,45,11,50,11,52,11,50,11,50,11,52
12,51,12,50,12,60,12,50,12,50,12,60
13,52,13,50,13,42,13,50,13,50,13,42
14,42,14,50,14,43,14,50,14,50,14,60
15,43,15,50,15,52,15,50,15,50,15,45
16,52,16,50,16,60,16,50,16,50,16,42
17,60,17,50,17,50,17,60,17,50,17,58
18,42,18,50,18,50,18,50,18,43,18,50
19,45,19,60,19,50,19,50,19,50,19,50
20,51,20,42,20,50,20,50,20,50,20,50
21,52,21,43,21,50,21,50,21,50,21,50
22,60,22,60,22,50,22,50,22,50,22,50
23,50,23,42,23,50,23,50,23,50,23,50
24,50,24,50,24,50,24,50,24,60,24,50
25,50,25,50,25,50,25,50,25,50,25,50
26,50,26,50,26,50,26,50,26,50,26,50
27,50,27,50,27,50,27,50,27,50,27,50
28,50,28,50,28,50,28,50,28,42,28,50
29,50,29,50,29,50,29,50,29,50,29,60
30,50,30,50,30,50,30,50,30,50,30,50
1,0,1,0,1,0,1,0,1,0,1,0
2,80,2,90,2,90,2,90,2,80,2,90
3,58,3,57,3,80,3,82,3,79,3,59
4,50,4,50,4,50,4,50,4,50,4,50
5,50,5,53,5,50,5,50,5,50,5,50
6,50,6,50,6,51,6,50,6,50,6,51
7,50,7,50,7,52,7,50,7,50,7,50
8,51,8,50,8,60,8,50,8,51,8,48
9,60,9,50,9,42,9,50,9,42,9,50
10,42,10,50,10,60,10,50,10,60,10,50
11,60,11,50,11,42,11,50,11,59,11,50
12,41,12,50,12,50,12,50,12,50,12,50
13,59,13,50,13,50,13,60,13,50,13,46
14,50,14,54,14,50,14,41,14,50,14,50
15,50,15,42,15,50,15,43,15,50,15,50
16,50,16,45,16,50,16,45,16,50,16,50
17,50,17,60,17,50,17,52,17,50,17,50
18,50,18,42,18,50,18,60,18,50,18,50
19,50,19,50,19,50,19,42,19,50,19,42
20,50,20,50,20,50,20,50,20,50,20,50
21,50,21,50,21,50,21,50,21,50,21,50
22,50,22,50,22,50,22,50,22,59,22,50
23,50,23,50,23,42,23,50,23,50,23,41
24,50,24,50,24,50,24,50,24,50,24,50
25,59,25,50,25,50,25,50,25,50,25,50
26,50,26,50,26,50,26,50,26,50,26,60
27,50,27,50,27,50,27,50,27,50,27,50
28,50,28,50,28,50,28,50,28,45,28,50
29,50,29,50,29,50,29,50,29,59,29,50
30,50,30,50,30,50,30,50,30,50,30,50
1,0,1,0,1,0,1,0,1,0,1,0
2,90,2,80,2,79,2,90,2,89,2,90
3,88,3,79,3,60,3,65,3,69,3,56
4,50,4,50,4,50,4,50,4,50,4,50
5,50,5,50,5,50,5,51,5,50,5,50
6,50,6,50,6,50,6,50,6,51,6,50
7,50,7,50,7,50,7,50,7,50,7,60
8,52,8,45,8,50,8,50,8,50,8,42
9,50,9,50,9,51,9,50,9,52,9,45
10,50,10,42,10,50,10,50,10,50,10,52
11,50,11,50,11,50,11,47,11,50,11,60
12,50,12,50,12,50,12,50,12,50,12,42
13,52,13,50,13,50,13,50,13,60,13,60
14,55,14,51,14,50,14,51,14,50,14,48
15,60,15,52,15,48,15,50,15,50,15,49
16,42,16,56,16,50,16,50,16,50,16,52
17,45,17,57,17,50,17,50,17,45,17,59
18,52,18,58,18,43,18,56,18,50,18,60
19,41,19,60,19,50,19,50,19,50,19,50
20,50,20,42,20,50,20,50,20,50,20,50
21,50,21,60,21,50,21,70,21,42,21,50
22,50,22,41,22,50,22,50,22,50,22,50
23,60,23,60,23,60,23,50,23,50,23,50
24,50,24,41,24,50,24,50,24,44,24,50
25,50,25,52,25,50,25,60,25,50,25,50
26,50,26,60,26,51,26,50,26,50,26,50
27,50,27,51,27,50,27,50,27,49,27,50
28,50,28,50,28,50,28,45,28,50,28,50
29,50,29,50,29,57,29,50,29,50,29,50
30,50,30,50,30,50,30,50,30,50,30,50
1,0,1,0,1,0,1,0,1,0,1,0
2,89,2,90,2,86,2,90,2,90,2,90
3,69,3,86,3,56,3,56,3,78,3,86
4,50,4,50,4,50,4,50,4,50,4,50
5,50,5,50,5,50,5,50,5,50,5,50
6,51,6,50,6,50,6,40,6,42,6,50
7,50,7,52,7,50,7,50,7,50,7,55
8,50,8,50,8,50,8,50,8,50,8,50
9,60,9,50,9,50,9,50,9,60,9,50
10,50,10,50,10,50,10,50,10,50,10,50
11,50,11,50,11,60,11,52,11,45,11,50
12,50,12,50,12,50,12,50,12,50,12,42
13,50,13,50,13,50,13,50,13,50,13,50
14,50,14,50,14,60,14,50,14,40,14,50
15,50,15,50,15,50,15,50,15,50,15,60
16,60,16,60,16,50,16,58,16,50,16,50
17,50,17,50,17,50,17,50,17,50,17,50
18,50,18,50,18,50,18,50,18,60,18,48
19,50,19,50,19,40,19,50,19,50,19,50
20,50,20,50,20,50,20,50,20,50,20,50
21,50,21,42,21,50,21,60,21,50,21,45
22,50,22,50,22,50,22,50,22,50,22,50
23,50,23,50,23,50,23,50,23,40,23,50
24,50,24,50,24,50,24,50,24,50,24,40
25,50,25,50,25,50,25,42,25,50,25,50
26,50,26,41,26,50,26,50,26,50,26,50
27,60,27,50,27,50,27,50,27,50,27,49
28,50,28,50,28,50,28,50,28,50,28,50
29,50,29,50,29,50,29,40,29,50,29,50
30,50,30,50,30,50,30,50,30,50,30,50
1,0,1,0,1,0,1,0,1,0,1,0
2,88,2,79,2,78,2,79,2,90,2,89
3,85,3,56,3,59,3,56,3,58,3,57
4,50,4,50,4,50,4,50,4,50,4,50
5,50,5,50,5,50,5,50,5,56,5,50
6,60,6,50,6,60,6,50,6,50,6,50
7,50,7,50,7,50,7,60,7,50,7,50
8,50,8,50,8,50,8,50,8,45,8,50
9,45,9,50,9,50,9,50,9,50,9,59
10,46,10,41,10,50,10,50,10,50,10,50
11,58,11,50,11,59,11,50,11,50,11,50
12,60,12,50,12,50,12,48,12,42,12,50
13,40,13,50,13,50,13,50,13,50,13,60
14,45,14,59,14,50,14,50,14,56,14,50
15,48,15,50,15,58,15,50,15,50,15,45
16,52,16,50,16,50,16,50,16,50,16,50
17,60,17,50,17,50,17,45,17,50,17,50
18,58,18,50,18,50,18,50,18,48,18,50
19,59,19,60,19,50,19,50,19,50,19,48
20,60,20,50,20,55,20,50,20,50,20,50
21,42,21,50,21,50,21,42,21,50,21,50
22,50,22,50,22,50,22,50,22,50,22,50
23,50,23,45,23,50,23,50,23,55,23,50
24,50,24,50,24,45,24,50,24,50,24,49
25,50,25,50,25,50,25,56,25,50,25,50
26,50,26,50,26,50,26,50,26,50,26,51
27,50,27,50,27,50,27,50,27,60,27,50
28,50,28,50,28,50,28,50,28,50,28,50
29,50,29,50,29,50,29,50,29,50,29,50
30,50,30,50,30,42,30,50,30,50,30,42
1,0,1,0,1,0,1,0,1,0,1,0
2,89,2,79,2,90,2,90,2,90,2,87
3,60,3,60,3,78,3,78,3,75,3,67
4,50,4,50,4,50,4,50,4,50,4,50
5,50,5,48,5,50,5,50,5,50,5,50
6,50,6,50,6,68,6,50,6,50,6,50
7,58,7,50,7,50,7,50,7,50,7,58
8,50,8,50,8,50,8,42,8,51,8,50
9,50,9,45,9,50,9,50,9,50,9,50
10,50,10,58,10,40,10,50,10,50,10,50
11,50,11,42,11,42,11,41,11,50,11,50
12,50,12,60,12,48,12,60,12,50,12,60
13,50,13,48,13,60,13,61,13,50,13,50
14,50,14,70,14,40,14,65,14,58,14,50
15,50,15,48,15,50,15,68,15,50,15,50
16,50,16,51,16,50,16,70,16,50,16,58
17,60,17,56,17,50,17,40,17,50,17,50
18,58,18,62,18,50,18,50,18,50,18,50
19,50,19,61,19,50,19,50,19,50,19,50
20,50,20,50,20,50,20,50,20,50,20,50
21,52,21,50,21,50,21,50,21,50,21,50
22,50,22,50,22,50,22,50,22,50,22,50
23,50,23,50,23,50,23,50,23,56,23,50
24,50,24,50,24,50,24,50,24,50,24,50
25,50,25,50,25,50,25,50,25,50,25,50
26,50,26,50,26,50,26,50,26,50,26,50
27,48,27,50,27,50,27,50,27,68,27,40
28,50,28,50,28,50,28,50,28,70,28,50
29,50,29,60,29,50,29,50,29,40,29,50
30,45,30,50,30,70,30,70,30,50,30,50
1,0,1,0,1,0,1,0,1,0,1,0
2,90,2,80,2,79,2,89,2,90,2,87
3,78,3,52,3,51,3,56,3,51,3,78
4,50,4,50,4,50,4,50,4,50,4,50
5,50,5,70,5,50,5,58,5,48,5,50
6,50,6,50,6,50,6,50,6,52,6,50
7,51,7,50,7,40,7,50,7,59,7,50
8,58,8,60,8,42,8,50,8,60,8,50
9,60,9,50,9,45,9,50,9,42,9,50
10,40,10,50,10,60,10,50,10,60,10,50
11,42,11,51,11,50,11,40,11,50,11,50
12,44,12,50,12,50,12,45,12,50,12,50
13,48,13,50,13,50,13,62,13,50,13,50
14,52,14,50,14,50,14,50,14,50,14,50
15,53,15,50,15,41,15,50,15,50,15,41
16,40,16,48,16,42,16,50,16,50,16,45
17,50,17,50,17,56,17,50,17,50,17,46
18,50,18,50,18,60,18,50,18,50,18,49
19,50,19,50,19,58,19,50,19,50,19,52
20,50,20,40,20,41,20,50,20,40,20,47
21,50,21,42,21,48,21,50,21,50,21,57
22,50,22,45,22,50,22,50,22,50,22,50
23,50,23,52,23,50,23,50,23,50,23,50
24,50,24,53,24,50,24,50,24,50,24,50
25,50,25,60,25,50,25,50,25,50,25,50
26,50,26,40,26,50,26,50,26,50,26,50
27,50,27,50,27,50,27,50,27,50,27,50
28,50,28,50,28,50,28,41,28,50,28,57
29,60,29,50,29,50,29,50,29,50,29,59
30,50,30,50,30,50,30,50,30,50,30,50
